iter	Passed	Remaining
353	1209	2206
354	1211	2201
355	1213	2194
356	1216	2190
357	1217	2183
358	1219	2176
359	1220	2170
360	1227	2173
361	1229	2167
362	1231	2160
363	1233	2154
364	1234	2148
365	1236	2141
366	1240	2140
367	1242	2134
368	1244	2127
369	1245	2121
370	1247	2115
371	1253	2116
372	1256	2112
373	1258	2106
374	1259	2099
375	1261	2093
376	1262	2086
377	1268	2087
378	1270	2081
379	1272	2075
380	1274	2069
381	1275	2063
382	1277	2057
383	1286	2064
384	1288	2058
385	1290	2052
386	1292	2046
387	1300	2051
388	1302	2045
389	1303	2039
390	1305	2033
391	1306	2026
392	1307	2020
393	1313	2019
394	1315	2015
395	1317	2009
396	1318	2003
397	1320	1996
398	1321	1990
399	1322	1984
400	1324	1977
401	1328	1976
402	1330	1970
403	1331	1964
404	1333	1958
405	1334	1952
406	1336	1946
407	1342	1947
408	1343	1942
409	1345	1936
410	1346	1930
411	1348	1924
412	1349	1918
413	1351	1912
414	1352	1906
415	1356	1904
416	1358	1899
417	1360	1893
418	1361	1887
419	1362	1881
420	1364	1875
421	1365	1870
422	1366	1864
423	1368	1858
424	1373	1857
425	1375	1853
426	1377	1848
427	1379	1843
428	1381	1838
429	1382	1833
430	1387	1831
431	1388	1826
432	1390	1820
433	1392	1815
434	1393	1810
435	1394	1804
436	1396	1798
437	1397	1793
438	1400	1790
439	1402	1784
440	1403	1779
441	1405	1773
442	1406	1768
443	1407	1762
444	1409	1757
445	1410	1752
446	1411	1746
447	1413	1741
448	1415	1737
449	1417	1732
450	1418	1727
451	1420	1721
452	1421	1716
453	1423	1711
454	1424	1706
455	1426	1701
456	1429	1698
457	1430	1693
458	1432	1687
459	1433	1682
460	1434	1677
461	1436	1672
462	1437	1667
463	1439	1662
464	1440	1657
465	1441	1652
466	1446	1650
467	1447	1645
468	1448	1640
469	1450	1635
470	1451	1630
471	1452	1625
472	1454	1620
473	1455	1615
474	1456	1610
475	1460	1607
476	1461	1602
477	1463	1597
478	1464	1593
479	1465	1588
480	1467	1583
481	1468	1578
482	1469	1573
483	1471	1569
484	1475	1566
485	1477	1562
486	1478	1557
487	1480	1553
488	1481	1548
489	1483	1543
490	1485	1539
491	1486	1534
492	1489	1532
493	1491	1527
494	1492	1522
495	1494	1518
496	1495	1513
497	1496	1508
498	1498	1504
499	1499	1499
500	1501	1495
501	1504	1492
502	1506	1488
503	1507	1483
504	1508	1478
505	1510	1474
506	1511	1469
507	1512	1465
508	1514	1460
509	1515	1456
510	1517	1451
511	1520	1449
512	1521	1444
513	1523	1440
514	1524	1435
515	1525	1431
516	1527	1426
517	1528	1422
518	1530	1418
519	1531	1413
520	1535	1411
521	1536	1407
522	1538	1402
523	1539	1398
524	1540	1394
525	1542	1390
526	1544	1386
527	1547	1382
528	1549	1379
529	1551	1375
530	1553	1371
531	1554	1367
532	1556	1363
533	1557	1359
534	1559	1355
535	1564	1353
536	1565	1349
537	1567	1346
538	1569	1341
539	1570	1337
540	1572	1334
541	1574	1330
542	1579	1329
543	1580	1325
544	1582	1321
545	1584	1317
546	1585	1313
547	1587	1309
548	1589	1305
549	1594	1304
550	1597	1302
551	1600	1298
552	1602	1295
553	1603	1291
554	1607	1288
555	1610	1285
556	1612	1282
557	1613	1278
558	1615	1274
559	1617	1270
560	1619	1267
561	1625	1266
562	1626	1262
563	1628	1258
564	1629	1254
565	1631	1250
566	1637	1250
567	1639	1247
568	1643	1244
569	1644	1240
570	1646	1237
571	1654	1237
572	1656	1234
573	1657	1230
574	1659	1226
575	1660	1222
576	1668	1223
577	1670	1219
578	1672	1215
579	1674	1212
580	1676	1208
581	1682	1208
582	1685	1205
583	1687	1201
584	1688	1197
585	1690	1194
586	1692	1190
587	1700	1191
588	1702	1188
589	1704	1184
590	1705	1180
591	1707	1177
592	1714	1176
593	1716	1173
594	1718	1169
595	1720	1166
596	1721	1162
597	1723	1158
598	1729	1157
599	1731	1154
600	1733	1150
601	1735	1147
602	1737	1143
603	1744	1143
604	1746	1140
605	1748	1136
606	1749	1132
607	1751	1129
608	1752	1125
609	1757	1123
610	1759	1120
611	1761	1116
612	1762	1112
613	1764	1109
614	1771	1109
615	1773	1105
616	1774	1101
617	1776	1098
618	1778	1094
619	1779	1090
620	1783	1088
621	1786	1085
622	1788	1082
623	1790	1078
624	1792	1075
625	1794	1072
626	1801	1071
627	1803	1068
628	1804	1064
629	1806	1061
630	1808	1057
631	1809	1053
632	1815	1052
633	1818	1049
634	1820	1046
635	1821	1042
636	1824	1039
637	1828	1037
638	1832	1035
639	1834	1031
640	1836	1028
641	1837	1024
642	1839	1021
643	1843	1019
644	1845	1015
645	1847	1012
646	1848	1008
647	1850	1005
648	1857	1004
649	1859	1001
650	1860	997
651	1862	993
652	1863	990
653	1865	986
654	1866	983
655	1872	981
656	1874	978
657	1875	974
658	1877	971
659	1879	968
660	1881	964
661	1888	964
662	1890	961
663	1892	957
664	1893	954
665	1895	950
666	1896	946
667	1904	946
668	1907	943
669	1909	940
670	1912	937
671	1918	936
672	1919	932
673	1921	929
674	1923	925
675	1924	922
676	1926	919
677	1934	918
678	1936	915
679	1937	911
680	1939	908
681	1942	905
682	1949	904
683	1951	901
684	1953	898
685	1955	895
686	1957	891
687	1964	890
688	1966	887
689	1968	884
690	1969	880
691	1971	877
692	1976	875
693	1978	872
694	1980	869
695	1981	865
696	1982	861
697	1984	858
698	1985	855
699	1987	851
700	1992	849
701	1994	846
702	1995	843
703	1997	839
704	1999	836
705	2001	833
706	2006	831
707	2008	828
708	2010	825
709	2011	821
710	2013	818
711	2015	815
712	2016	811
713	2022	810
714	2024	806
715	2025	803
716	2027	800
717	2029	796
718	2032	794
719	2038	792
720	2040	789
721	2042	786
722	2043	783
723	2045	779
724	2046	776
725	2051	774
726	2054	771
727	2056	768
728	2057	764
729	2059	761
730	2061	758
731	2067	756
732	2070	754
733	2072	750
734	2074	747
735	2075	744
736	2080	742
737	2085	740
738	2087	737
739	2089	734
740	2091	730
741	2095	728
742	2098	725
743	2100	722
744	2102	719
745	2104	716
746	2105	713
747	2108	710
748	2111	707
749	2113	704
750	2114	701
751	2116	697
752	2118	695
753	2120	691
754	2124	689
755	2125	686
756	2127	682
757	2129	679
758	2131	676
759	2132	673
760	2135	670
761	2137	667
762	2139	664
763	2140	661
764	2142	658
765	2143	654
766	2145	651
767	2149	649
768	2150	646
769	2152	642
770	2153	639
771	2156	636
772	2157	633
773	2163	631
774	2165	628
775	2167	625
776	2169	622
777	2170	619
778	2172	616
779	2178	614
780	2180	611
781	2182	608
782	2183	605
783	2185	602
784	2187	599
785	2194	597
786	2195	594
787	2197	591
788	2198	588
789	2200	584
790	2202	582
791	2209	580
792	2210	577
793	2212	573
794	2213	570
795	2215	567
796	2217	564
797	2218	561
798	2225	559
799	2227	556
800	2228	553
801	2230	550
802	2232	547
803	2234	544
804	2241	542
805	2243	539
806	2245	536
807	2246	533
808	2248	530
809	2257	529
810	2259	526
811	2262	523
812	2264	520
813	2271	518
814	2272	515
815	2274	512
816	2275	509
817	2277	506
818	2278	503
819	2280	500
820	2286	498
821	2288	495
822	2289	492
823	2291	489
824	2292	486
825	2294	483
826	2299	481
827	2302	478
828	2304	475
829	2306	472
830	2307	469
831	2309	466
832	2314	463
833	2317	461
834	2318	458
835	2320	455
836	2321	452
837	2323	449
838	2325	446
839	2331	444
840	2333	441
841	2335	438
842	2336	435
843	2339	432
844	2340	429
845	2346	427
846	2348	424
847	2350	421
848	2351	418
849	2353	415
850	2355	412
851	2362	410
852	2364	407
853	2366	404
854	2368	401
855	2370	398
856	2377	396
857	2379	393
858	2380	390
859	2383	387
860	2384	385
861	2386	382
862	2391	379
863	2394	376
864	2396	373
865	2397	371
866	2399	368
867	2402	365
868	2411	363
869	2412	360
870	2414	357
871	2415	354
872	2417	351
873	2423	349
874	2425	346
875	2426	343
876	2428	340
877	2429	337
878	2431	334
879	2437	332
880	2439	329
881	2441	326
882	2442	323
883	2444	320
884	2446	317
885	2451	315
886	2453	312
887	2455	309
888	2457	306
889	2458	303
890	2459	300
891	2461	297
892	2466	295
893	2467	292
894	2469	289
895	2470	286
896	2472	283
897	2473	280
898	2474	278
899	2476	275
900	2482	272
901	2484	269
902	2485	267
903	2487	264
904	2488	261
905	2489	258
906	2492	255
907	2495	252
908	2498	250
909	2499	247
910	2501	244
911	2504	241
912	2510	239
913	2511	236
914	2513	233
915	2515	230
916	2517	227
917	2519	225
918	2520	222
919	2526	219
920	2528	216
921	2529	214
922	2531	211
923	2533	208
924	2534	205
925	2539	202
926	2543	200
927	2545	197
928	2547	194
929	2548	191
930	2554	189
931	2555	186
932	2557	183
933	2559	180
934	2560	178
935	2562	175
936	2563	172
937	2565	169
938	2567	166
939	2569	164
940	2571	161
941	2572	158
942	2575	155
943	2576	152
944	2582	150
945	2585	147
946	2586	144
947	2588	141
948	2590	139
949	2592	136
950	2599	133
951	2600	131
952	2603	128
953	2604	125
954	2606	122
955	2608	120
956	2612	117
957	2614	114
958	2615	111
959	2617	109
960	2618	106
961	2622	103
962	2627	100
963	2629	98
964	2632	95
965	2641	92
966	2645	90
967	2646	87
968	2648	84
969	2650	81
970	2658	79
971	2659	76
972	2661	73
973	2663	71
974	2665	68
975	2668	65
976	2673	62
977	2675	60
978	2676	57
979	2678	54
980	2679	51
981	2685	49
982	2688	46
983	2690	43
984	2692	40
985	2693	38
986	2695	35
987	2700	32
988	2704	30
989	2705	27
990	2707	24
991	2708	21
992	2710	19
993	2717	16
994	2718	13
995	2720	10
996	2721	8
997	2723	5
998	2724	2
999	2725	0
